 1.000000e+00  1.799817e-02 
 1.258925e+00  2.265833e-02 
 1.584893e+00  2.852513e-02 
 1.995262e+00  3.591095e-02 
 2.511886e+00  4.520910e-02 
 3.162278e+00  5.691468e-02 
 3.981072e+00  7.165090e-02 
 5.011872e+00  9.020229e-02 
 6.309573e+00  1.135563e-01 
 7.943282e+00  1.429555e-01 
 1.000000e+01  1.799635e-01 
 1.258925e+01  2.265471e-01 
 1.584893e+01  2.851789e-01 
 1.995262e+01  3.589652e-01 
 2.511886e+01  4.518030e-01 
 3.162278e+01  5.685721e-01 
 3.981072e+01  7.153626e-01 
 5.011872e+01  8.997355e-01 
 6.309573e+01  1.130999e+00 
 7.943282e+01  1.420450e+00 
 1.000000e+02  1.781474e+00 
 1.258925e+02  2.229247e+00 
 1.584893e+02  2.779553e+00 
 1.995262e+02  3.445646e+00 
 2.511886e+02  4.231091e+00 
 3.162278e+02  5.114420e+00 
 3.981072e+02  6.017514e+00 
 5.011872e+02  6.742265e+00 
 6.309573e+02  6.847536e+00 
 7.943282e+02  5.424466e+00 
 1.000000e+03  7.701832e-01 
 1.258925e+03 -9.565740e+00 
 1.584893e+03 -2.622636e+01 
 1.995262e+03 -4.374534e+01 
 2.511886e+03 -5.635959e+01 
 3.162278e+03 -6.425608e+01 
 3.981072e+03 -6.948323e+01 
 5.011872e+03 -7.335589e+01 
 6.309573e+03 -7.645961e+01 
 7.943282e+03 -7.902378e+01 
 1.000000e+04 -8.114710e+01 
 1.258925e+04 -8.289163e+01 
 1.584893e+04 -8.431169e+01 
 1.995262e+04 -8.545875e+01 
 2.511886e+04 -8.638006e+01 
 3.162278e+04 -8.711719e+01 
 3.981072e+04 -8.770543e+01 
 5.011872e+04 -8.817408e+01 
 6.309573e+04 -8.854704e+01 
 7.943282e+04 -8.884365e+01 
 1.000000e+05 -8.907943e+01 
 1.258925e+05 -8.926681e+01 
 1.584893e+05 -8.941569e+01 
 1.995262e+05 -8.953398e+01 
 2.511886e+05 -8.962795e+01 
 3.162278e+05 -8.970260e+01 
 3.981072e+05 -8.976189e+01 
 5.011872e+05 -8.980900e+01 
 6.309573e+05 -8.984641e+01 
 7.943282e+05 -8.987613e+01 
 1.000000e+06 -8.989974e+01 
