 1.000000e+00  5.397940e+01 
 1.258925e+00  5.397941e+01 
 1.584893e+00  5.397941e+01 
 1.995262e+00  5.397942e+01 
 2.511886e+00  5.397943e+01 
 3.162278e+00  5.397945e+01 
 3.981072e+00  5.397947e+01 
 5.011872e+00  5.397952e+01 
 6.309573e+00  5.397959e+01 
 7.943282e+00  5.397970e+01 
 1.000000e+01  5.397987e+01 
 1.258925e+01  5.398015e+01 
 1.584893e+01  5.398058e+01 
 1.995262e+01  5.398128e+01 
 2.511886e+01  5.398237e+01 
 3.162278e+01  5.398411e+01 
 3.981072e+01  5.398687e+01 
 5.011872e+01  5.399124e+01 
 6.309573e+01  5.399815e+01 
 7.943282e+01  5.400911e+01 
 1.000000e+02  5.402645e+01 
 1.258925e+02  5.405388e+01 
 1.584893e+02  5.409721e+01 
 1.995262e+02  5.416553e+01 
 2.511886e+02  5.427293e+01 
 3.162278e+02  5.444094e+01 
 3.981072e+02  5.470164e+01 
 5.011872e+02  5.510070e+01 
 6.309573e+02  5.569707e+01 
 7.943282e+02  5.654826e+01 
 1.000000e+03  5.764652e+01 
 1.258925e+03  5.872785e+01 
 1.584893e+03  5.903793e+01 
 1.995262e+03  5.796041e+01 
 2.511886e+03  5.600206e+01 
 3.162278e+03  5.386917e+01 
 3.981072e+03  5.180390e+01 
 5.011872e+03  4.981199e+01 
 6.309573e+03  4.785423e+01 
 7.943282e+03  4.590219e+01 
 1.000000e+04  4.394311e+01 
 1.258925e+04  4.197384e+01 
 1.584893e+04  3.999539e+01 
 1.995262e+04  3.800989e+01 
 2.511886e+04  3.601942e+01 
 3.162278e+04  3.402558e+01 
 3.981072e+04  3.202953e+01 
 5.011872e+04  3.003205e+01 
 6.309573e+04  2.803365e+01 
 7.943282e+04  2.603466e+01 
 1.000000e+05  2.403530e+01 
 1.258925e+05  2.203571e+01 
 1.584893e+05  2.003596e+01 
 1.995262e+05  1.803613e+01 
 2.511886e+05  1.603623e+01 
 3.162278e+05  1.403629e+01 
 3.981072e+05  1.203633e+01 
 5.011872e+05  1.003636e+01 
 6.309573e+05  8.036375e+00 
 7.943282e+05  6.036385e+00 
 1.000000e+06  4.036392e+00 
